"","ID","V","I","W"
"6110",1062,"V24",90,6
"6210",1063,"V24",90,6
"6310",1064,"V24",90,6
"6410",1065,"V24",90,6
"6510",1061,"V24",90,6
"6610",1060,"V24",90,6
"6710",1072,"V24",98,7
"6810",1071,"V24",98,7
"6910",1070,"V24",98,7
"7010",1069,"V24",98,7
"7110",1066,"V24",98,7
"7210",1067,"V24",98,7
"7310",1068,"V24",98,7
"7410",1075,"V24",101,3
"7510",1073,"V24",101,3
"7610",1074,"V24",101,3
"7710",1080,"V24",107,6
"7810",1081,"V24",107,6
"7910",1076,"V24",107,6
"8010",1077,"V24",107,6
"8110",1078,"V24",107,6
"8210",1079,"V24",107,6
"8310",1085,"V24",111,4
"8410",1084,"V24",111,4
"8510",1082,"V24",111,4
"8610",1083,"V24",111,4
"8710",1089,"V24",115,4
"8810",1088,"V24",115,4
"8910",1086,"V24",115,4
"9010",1087,"V24",115,4
"9110",1090,"V24",116,1
"9210",1091,"V24",119,3
"935",1092,"V24",119,3
"941",1093,"V24",119,3
"951",1095,"V24",124,4
"961",1096,"V24",124,4
"971",1097,"V24",124,4
"981",1094,"V24",124,4
"991",1102,"V24",130,5
"1001",1101,"V24",130,5
"1011",1098,"V24",130,5
"1021",1099,"V24",130,5
"1031",1100,"V24",130,5
"1041",1106,"V24",135,5
"1051",1107,"V24",135,5
"1061",1103,"V24",135,5
"1071",1104,"V24",135,5
"1081",1105,"V24",135,5
"1091",1114,"V24",146,8
"1101",1115,"V24",146,8
"1111",1112,"V24",146,8
"1121",1113,"V24",146,8
"1131",1108,"V24",146,8
"1141",1109,"V24",146,8
"1151",1110,"V24",146,8
"1161",1111,"V24",146,8
"1171",1120,"V24",152,6
"1181",1121,"V24",152,6
"1191",1118,"V24",152,6
"1201",1119,"V24",152,6
"1211",1116,"V24",152,6
"1221",1117,"V24",152,6
"1231",1127,"V24",159,7
"1241",1128,"V24",159,7
"1251",1125,"V24",159,7
"1261",1126,"V24",159,7
"1271",1123,"V24",159,7
"1281",1124,"V24",159,7
"1291",1122,"V24",159,7
"1301",1136,"V24",167,8
"1311",1134,"V24",167,8
"1321",1135,"V24",167,8
"1331",1131,"V24",167,8
"1341",1132,"V24",167,8
"1351",1133,"V24",167,8
"1361",1130,"V24",167,8
"1371",1129,"V24",167,8
"1381",1141,"V24",172,5
"1391",1139,"V24",172,5
"1401",1140,"V24",172,5
"1411",1138,"V24",172,5
"1421",1137,"V24",172,5
"1431",1146,"V24",178,6
"1441",1147,"V24",178,6
"1451",1145,"V24",178,6
"1461",1143,"V24",178,6
"1471",1144,"V24",178,6
"1481",1142,"V24",178,6
"1491",1154,"V24",185,7
"1501",1153,"V24",185,7
"1511",1152,"V24",185,7
"1521",1150,"V24",185,7
"1531",1151,"V24",185,7
"1541",1148,"V24",185,7
"1551",1149,"V24",185,7
"1561",1160,"V24",191,6
"1571",1157,"V24",191,6
"1581",1158,"V24",191,6
"1591",1159,"V24",191,6
"1601",1156,"V24",191,6
"1611",1155,"V24",191,6
"1621",1163,"V24",194,3
"1631",1162,"V24",194,3
"1641",1161,"V24",194,3
"1651",1167,"V24",200,6
"1661",1168,"V24",200,6
"1671",1169,"V24",200,6
"1681",1165,"V24",200,6
"1691",1166,"V24",200,6
"1701",1164,"V24",200,6
"1711",1175,"V24",206,6
"1721",1174,"V24",206,6
"1731",1173,"V24",206,6
"1741",1171,"V24",206,6
"1751",1172,"V24",206,6
"1761",1170,"V24",206,6
"1771",1183,"V24",214,8
"1781",1180,"V24",214,8
"1791",1181,"V24",214,8
"1801",1182,"V24",214,8
"1811",1179,"V24",214,8
"1821",1178,"V24",214,8
"1831",1177,"V24",214,8
"1841",1176,"V24",214,8
"1851",1186,"V24",217,3
"1861",1185,"V24",217,3
"1871",1184,"V24",217,3
"1881",1187,"V24",219,2
"1891",1188,"V24",219,2
"1901",1190,"V24",223,4
"1911",1191,"V24",223,4
"1921",1192,"V24",223,4
"1931",1189,"V24",223,4
"1941",1195,"V24",227,4
"1951",1196,"V24",227,4
"1961",1194,"V24",227,4
"1971",1193,"V24",227,4
"1981",1199,"V24",230,3
"1991",1197,"V24",230,3
"2001",1198,"V24",230,3
"2011",1202,"V24",240,7
"2021",1203,"V24",240,7
"2031",1204,"V24",240,7
"2041",1205,"V24",240,7
"2051",1206,"V24",240,7
"2061",1200,"V24",240,7
"2071",1201,"V24",240,7
"2081",1210,"V24",245,5
"2091",1211,"V24",245,5
"2101",1209,"V24",245,5
"2111",1208,"V24",245,5
"2121",1207,"V24",245,5
"2131",1212,"V24",247,2
"2141",1213,"V24",247,2
"2151",1214,"V24",250,3
"2161",1215,"V24",250,3
"2171",1216,"V24",250,3
"2181",1219,"V24",253,3
"2191",1217,"V24",253,3
"2201",1218,"V24",253,3
"2211",1222,"V24",256,3
"2221",1220,"V24",256,3
"2231",1221,"V24",256,3
"2241",1226,"V24",260,4
"2251",1224,"V24",260,4
"2261",1225,"V24",260,4
"2271",1223,"V24",260,4
"2281",1228,"V24",263,3
"2291",1229,"V24",263,3
"2301",1227,"V24",263,3
"2311",1233,"V24",267,4
"2321",1232,"V24",267,4
"2331",1230,"V24",267,4
"2341",1231,"V24",267,4
"2351",1234,"V24",268,1
"2361",1235,"V24",269,1
"2371",1236,"V24",272,2
"2381",1237,"V24",272,2
"2391",1239,"V24",274,2
"2401",1238,"V24",274,2
"2411",1241,"V24",276,2
"2421",1240,"V24",276,2
"2431",1242,"V24",280,3
"2441",1243,"V24",280,3
"2451",1244,"V24",280,3
"2461",1247,"V24",283,3
"2471",1245,"V24",283,3
"2481",1246,"V24",283,3
"2491",1248,"V24",286,3
"2501",1249,"V24",286,3
"2511",1250,"V24",286,3
"2521",1255,"V24",295,6
"2531",1256,"V24",295,6
"2541",1253,"V24",295,6
"2551",1254,"V24",295,6
"2561",1251,"V24",295,6
"2571",1252,"V24",295,6
"2581",1262,"V24",301,6
"2591",1261,"V24",301,6
"2601",1259,"V24",301,6
"2611",1260,"V24",301,6
"2621",1257,"V24",301,6
"2631",1258,"V24",301,6
"2641",1268,"V24",311,8
"2651",1269,"V24",311,8
"2661",1270,"V24",311,8
"2671",1267,"V24",311,8
"2681",1265,"V24",311,8
"2691",1266,"V24",311,8
"2701",1264,"V24",311,8
"2711",1263,"V24",311,8
"2721",1278,"V24",321,9
"2731",1279,"V24",321,9
"2741",1277,"V24",321,9
"2751",1275,"V24",321,9
"2761",1276,"V24",321,9
"2771",1274,"V24",321,9
"2781",1272,"V24",321,9
"2791",1273,"V24",321,9
"2801",1271,"V24",321,9
"2811",1288,"V24",330,9
"2821",1287,"V24",330,9
"2831",1286,"V24",330,9
"2841",1285,"V24",330,9
"2851",1284,"V24",330,9
"2861",1282,"V24",330,9
"2871",1283,"V24",330,9
"2881",1280,"V24",330,9
"2891",1281,"V24",330,9
"2901",1295,"V24",337,7
"2911",1292,"V24",337,7
"2921",1293,"V24",337,7
"2931",1294,"V24",337,7
"2941",1291,"V24",337,7
"2951",1290,"V24",337,7
"2961",1289,"V24",337,7
"2971",1304,"V24",346,9
"2981",1302,"V24",346,9
"2991",1303,"V24",346,9
"3001",1300,"V24",346,9
"3011",1301,"V24",346,9
"3021",1299,"V24",346,9
"3031",1298,"V24",346,9
"3041",1296,"V24",346,9
"3051",1297,"V24",346,9
"3061",1312,"V24",355,9
"3071",1313,"V24",355,9
"3081",1310,"V24",355,9
"3091",1311,"V24",355,9
"3101",1308,"V24",355,9
"3111",1309,"V24",355,9
"3121",1307,"V24",355,9
"3131",1306,"V24",355,9
"3141",1305,"V24",355,9
"3151",1322,"V24",366,10
"3161",1323,"V24",366,10
"3171",1321,"V24",366,10
"3181",1319,"V24",366,10
"3191",1320,"V24",366,10
"3201",1318,"V24",366,10
"3211",1317,"V24",366,10
"3221",1315,"V24",366,10
"3231",1316,"V24",366,10
"3241",1314,"V24",366,10
"3251",1333,"V24",382,13
"3261",1334,"V24",382,13
"3271",1335,"V24",382,13
"3281",1336,"V24",382,13
"3291",1331,"V24",382,13
"3301",1332,"V24",382,13
"3311",1329,"V24",382,13
"3321",1330,"V24",382,13
"3331",1327,"V24",382,13
"3341",1328,"V24",382,13
"3351",1326,"V24",382,13
"3361",1325,"V24",382,13
"3371",1324,"V24",382,13
"3381",1351,"V24",401,16
"3391",1352,"V24",401,16
"3401",1350,"V24",401,16
"3411",1348,"V24",401,16
"3421",1349,"V24",401,16
"3431",1345,"V24",401,16
"3441",1346,"V24",401,16
"3451",1347,"V24",401,16
"3461",1343,"V24",401,16
"3471",1344,"V24",401,16
"3481",1341,"V24",401,16
"3491",1342,"V24",401,16
"3501",1339,"V24",401,16
"3511",1340,"V24",401,16
"3521",1338,"V24",401,16
"3531",1337,"V24",401,16
"3541",1369,"V24",419,17
"3551",1368,"V24",419,17
"3561",1367,"V24",419,17
"3571",1366,"V24",419,17
"3581",1364,"V24",419,17
"3591",1365,"V24",419,17
"3601",1361,"V24",419,17
"3611",1362,"V24",419,17
"3621",1363,"V24",419,17
"3631",1360,"V24",419,17
"3641",1359,"V24",419,17
"3651",1358,"V24",419,17
"3661",1356,"V24",419,17
"3671",1357,"V24",419,17
"3681",1354,"V24",419,17
"3691",1355,"V24",419,17
"3701",1353,"V24",419,17
"3711",1383,"V24",433,14
"3721",1382,"V24",433,14
"3731",1381,"V24",433,14
"3741",1378,"V24",433,14
"3751",1379,"V24",433,14
"3761",1380,"V24",433,14
"3771",1375,"V24",433,14
"3781",1376,"V24",433,14
"3791",1377,"V24",433,14
"3801",1374,"V24",433,14
"3811",1373,"V24",433,14
"3821",1371,"V24",433,14
"3831",1372,"V24",433,14
"3841",1370,"V24",433,14
"3851",1397,"V24",448,15
"3861",1398,"V24",448,15
"3871",1396,"V24",448,15
"3881",1394,"V24",448,15
"3891",1395,"V24",448,15
"3901",1393,"V24",448,15
"3911",1392,"V24",448,15
"3921",1391,"V24",448,15
"3931",1389,"V24",448,15
"3941",1390,"V24",448,15
"3951",1388,"V24",448,15
"3961",1387,"V24",448,15
"3971",1386,"V24",448,15
"3981",1384,"V24",448,15
"3991",1385,"V24",448,15
"4001",1414,"V24",464,16
"4011",1413,"V24",464,16
"4021",1411,"V24",464,16
"4031",1412,"V24",464,16
"4041",1408,"V24",464,16
"4051",1409,"V24",464,16
"4061",1410,"V24",464,16
"4071",1407,"V24",464,16
"4081",1406,"V24",464,16
"4091",1405,"V24",464,16
"4101",1403,"V24",464,16
"4111",1404,"V24",464,16
"4121",1402,"V24",464,16
"4131",1400,"V24",464,16
"4141",1401,"V24",464,16
"4151",1399,"V24",464,16
"4161",1420,"V24",471,7
"4171",1421,"V24",471,7
"4181",1419,"V24",471,7
"4191",1418,"V24",471,7
"4201",1417,"V24",471,7
"4211",1416,"V24",471,7
"4221",1415,"V24",471,7
"4231",1430,"V24",480,9
"4241",1429,"V24",480,9
"4251",1428,"V24",480,9
"4261",1427,"V24",480,9
"4271",1426,"V24",480,9
"4281",1425,"V24",480,9
"4291",1422,"V24",480,9
"4301",1423,"V24",480,9
"4311",1424,"V24",480,9
"4321",1437,"V24",487,7
"4331",1435,"V24",487,7
"4341",1436,"V24",487,7
"4351",1433,"V24",487,7
"4361",1434,"V24",487,7
"4371",1431,"V24",487,7
"4381",1432,"V24",487,7
"4391",1446,"V24",496,9
"4401",1445,"V24",496,9
"4411",1443,"V24",496,9
"4421",1444,"V24",496,9
"4431",1442,"V24",496,9
"4441",1439,"V24",496,9
"4451",1440,"V24",496,9
"4461",1441,"V24",496,9
"4471",1438,"V24",496,9
"4481",1454,"V24",505,9
"4491",1455,"V24",505,9
"4501",1450,"V24",505,9
"4511",1451,"V24",505,9
"4521",1452,"V24",505,9
"4531",1453,"V24",505,9
"4541",1449,"V24",505,9
"4551",1447,"V24",505,9
"4561",1448,"V24",505,9
"4571",1462,"V24",512,7
"4581",1460,"V24",512,7
"4591",1461,"V24",512,7
"4601",1458,"V24",512,7
"4611",1459,"V24",512,7
"4621",1456,"V24",512,7
"4631",1457,"V24",512,7
"4641",1467,"V24",517,5
"4651",1466,"V24",517,5
"4661",1465,"V24",517,5
"4671",1463,"V24",517,5
"4681",1464,"V24",517,5
"4691",1475,"V24",525,8
"4701",1473,"V24",525,8
"4711",1474,"V24",525,8
"4721",1472,"V24",525,8
"4731",1470,"V24",525,8
"4741",1471,"V24",525,8
"4751",1469,"V24",525,8
"4761",1468,"V24",525,8
"4771",1484,"V24",534,9
"4781",1483,"V24",534,9
"4791",1481,"V24",534,9
"4801",1482,"V24",534,9
"4811",1480,"V24",534,9
"4821",1479,"V24",534,9
"4831",1477,"V24",534,9
"4841",1478,"V24",534,9
"4851",1476,"V24",534,9
"4861",1487,"V24",539,5
"4871",1488,"V24",539,5
"4881",1489,"V24",539,5
"4891",1485,"V24",539,5
"4901",1486,"V24",539,5
"4911",1495,"V24",547,8
"4921",1496,"V24",547,8
"4931",1497,"V24",547,8
"4941",1494,"V24",547,8
"4951",1493,"V24",547,8
"4961",1491,"V24",547,8
"4971",1492,"V24",547,8
"4981",1490,"V24",547,8
"4991",1502,"V24",553,6
"5001",1503,"V24",553,6
"5011",1501,"V24",553,6
"5021",1499,"V24",553,6
"5031",1500,"V24",553,6
"5041",1498,"V24",553,6
"5051",1508,"V24",561,8
"5061",1509,"V24",561,8
"5071",1510,"V24",561,8
"5081",1511,"V24",561,8
"5091",1507,"V24",561,8
"5101",1505,"V24",561,8
"5111",1506,"V24",561,8
"5121",1504,"V24",561,8
"5131",1518,"V24",568,7
"5141",1515,"V24",568,7
"5151",1516,"V24",568,7
"5161",1517,"V24",568,7
"5171",1514,"V24",568,7
"5181",1513,"V24",568,7
"5191",1512,"V24",568,7
"5201",1522,"V24",572,4
"5211",1521,"V24",572,4
"5221",1520,"V24",572,4
"5231",1519,"V24",572,4
"5241",1527,"V24",577,5
"5251",1525,"V24",577,5
"5261",1526,"V24",577,5
"5271",1523,"V24",577,5
"5281",1524,"V24",577,5
"5291",1531,"V24",582,5
"5301",1532,"V24",582,5
"5311",1530,"V24",582,5
"5321",1528,"V24",582,5
"5331",1529,"V24",582,5
"5341",1537,"V24",589,7
"5351",1538,"V24",589,7
"5361",1539,"V24",589,7
"5371",1536,"V24",589,7
"5381",1535,"V24",589,7
"5391",1533,"V24",589,7
"5401",1534,"V24",589,7
"5411",1548,"V24",601,10
"5421",1549,"V24",601,10
"5431",1546,"V24",601,10
"5441",1547,"V24",601,10
"5451",1545,"V24",601,10
"5461",1543,"V24",601,10
"5471",1544,"V24",601,10
"5481",1540,"V24",601,10
"5491",1541,"V24",601,10
"5501",1542,"V24",601,10
"5511",1558,"V24",611,10
"5521",1559,"V24",611,10
"5531",1557,"V24",611,10
"5541",1556,"V24",611,10
"5551",1554,"V24",611,10
"5561",1555,"V24",611,10
"5571",1553,"V24",611,10
"5581",1552,"V24",611,10
"5591",1551,"V24",611,10
"5601",1550,"V24",611,10
"5611",1569,"V24",623,11
"5621",1570,"V24",623,11
"5631",1568,"V24",623,11
"5641",1567,"V24",623,11
"5651",1565,"V24",623,11
"5661",1566,"V24",623,11
"5671",1564,"V24",623,11
"5681",1562,"V24",623,11
"5691",1563,"V24",623,11
"5701",1560,"V24",623,11
"5711",1561,"V24",623,11
"5721",1578,"V24",631,8
"5731",1576,"V24",631,8
"5741",1577,"V24",631,8
"5751",1574,"V24",631,8
"5761",1575,"V24",631,8
"5771",1573,"V24",631,8
"5781",1572,"V24",631,8
"5791",1571,"V24",631,8
"5801",1588,"V24",641,10
"5811",1587,"V24",641,10
"5821",1586,"V24",641,10
"5831",1583,"V24",641,10
"5841",1584,"V24",641,10
"5851",1585,"V24",641,10
"5861",1582,"V24",641,10
"5871",1581,"V24",641,10
"5881",1579,"V24",641,10
"5891",1580,"V24",641,10
"5901",1597,"V24",650,9
"5911",1595,"V24",650,9
"5921",1596,"V24",650,9
"5931",1593,"V24",650,9
"5941",1594,"V24",650,9
"5951",1590,"V24",650,9
"5961",1591,"V24",650,9
"5971",1592,"V24",650,9
"5981",1589,"V24",650,9
"5991",1605,"V24",659,9
"6001",1606,"V24",659,9
"6011",1604,"V24",659,9
"6021",1601,"V24",659,9
"6031",1602,"V24",659,9
"6041",1603,"V24",659,9
"6051",1599,"V24",659,9
"6061",1600,"V24",659,9
"6071",1598,"V24",659,9
"6081",1612,"V24",666,7
"6091",1613,"V24",666,7
"6101",1611,"V24",666,7
"6111",1610,"V24",666,7
"6121",1609,"V24",666,7
"6131",1608,"V24",666,7
"6141",1607,"V24",666,7
"6151",1624,"V24",677,11
"6161",1620,"V24",677,11
"6171",1621,"V24",677,11
"6181",1622,"V24",677,11
"6191",1623,"V24",677,11
"6201",1619,"V24",677,11
"6211",1616,"V24",677,11
"6221",1617,"V24",677,11
"6231",1618,"V24",677,11
"6241",1615,"V24",677,11
"6251",1614,"V24",677,11
"6261",1632,"V24",685,8
"6271",1630,"V24",685,8
"6281",1631,"V24",685,8
"6291",1629,"V24",685,8
"6301",1627,"V24",685,8
"6311",1628,"V24",685,8
"6321",1625,"V24",685,8
"6331",1626,"V24",685,8
"6341",1638,"V24",691,6
"6351",1637,"V24",691,6
"6361",1636,"V24",691,6
"6371",1634,"V24",691,6
"6381",1635,"V24",691,6
"6391",1633,"V24",691,6
"6401",1645,"V24",698,7
"6411",1643,"V24",698,7
"6421",1644,"V24",698,7
"6431",1642,"V24",698,7
"6441",1639,"V24",698,7
"6451",1640,"V24",698,7
"6461",1641,"V24",698,7
"6471",1653,"V24",707,9
"6481",1654,"V24",707,9
"6491",1652,"V24",707,9
"6501",1651,"V24",707,9
"6511",1649,"V24",707,9
"6521",1650,"V24",707,9
"6531",1647,"V24",707,9
"6541",1648,"V24",707,9
"6551",1646,"V24",707,9
"6561",1662,"V24",715,8
"6571",1661,"V24",715,8
"6581",1660,"V24",715,8
"6591",1659,"V24",715,8
"6601",1658,"V24",715,8
"6611",1655,"V24",715,8
"6621",1656,"V24",715,8
"6631",1657,"V24",715,8
"6641",1669,"V24",722,7
"6651",1668,"V24",722,7
"6661",1667,"V24",722,7
"6671",1666,"V24",722,7
"6681",1663,"V24",722,7
"6691",1664,"V24",722,7
"6701",1665,"V24",722,7
"6711",1674,"V24",729,7
"6721",1675,"V24",729,7
"6731",1676,"V24",729,7
"6741",1672,"V24",729,7
"6751",1673,"V24",729,7
"6761",1671,"V24",729,7
"6771",1670,"V24",729,7
"6781",1683,"V24",736,7
"6791",1682,"V24",736,7
"6801",1680,"V24",736,7
"6811",1681,"V24",736,7
"6821",1678,"V24",736,7
"6831",1679,"V24",736,7
"6841",1677,"V24",736,7
"6851",1690,"V24",743,7
"6861",1688,"V24",743,7
"6871",1689,"V24",743,7
"6881",1686,"V24",743,7
"6891",1687,"V24",743,7
"6901",1685,"V24",743,7
"6911",1684,"V24",743,7
"6921",1701,"V24",756,12
"6931",1702,"V24",756,12
"6941",1698,"V24",756,12
"6951",1699,"V24",756,12
"6961",1700,"V24",756,12
"6971",1696,"V24",756,12
"6981",1697,"V24",756,12
"6991",1695,"V24",756,12
"7001",1691,"V24",756,12
"7011",1692,"V24",756,12
"7021",1693,"V24",756,12
"7031",1694,"V24",756,12
"7041",1711,"V24",765,9
"7051",1708,"V24",765,9
"7061",1709,"V24",765,9
"7071",1710,"V24",765,9
"7081",1706,"V24",765,9
"7091",1707,"V24",765,9
"7101",1705,"V24",765,9
"7111",1704,"V24",765,9
"7121",1703,"V24",765,9
"7131",1720,"V24",774,9
"7141",1718,"V24",774,9
"7151",1719,"V24",774,9
"7161",1717,"V24",774,9
"7171",1716,"V24",774,9
"7181",1715,"V24",774,9
"7191",1714,"V24",774,9
"7201",1712,"V24",774,9
"7211",1713,"V24",774,9
"7221",1732,"V24",786,12
"7231",1731,"V24",786,12
"7241",1729,"V24",786,12
"7251",1730,"V24",786,12
"7261",1726,"V24",786,12
"7271",1727,"V24",786,12
"7281",1728,"V24",786,12
"7291",1725,"V24",786,12
"7301",1724,"V24",786,12
"7311",1723,"V24",786,12
"7321",1722,"V24",786,12
"7331",1721,"V24",786,12
"7341",1743,"V24",797,11
"7351",1742,"V24",797,11
"7361",1741,"V24",797,11
"7371",1739,"V24",797,11
"7381",1740,"V24",797,11
"7391",1738,"V24",797,11
"7401",1736,"V24",797,11
"7411",1737,"V24",797,11
"7421",1735,"V24",797,11
"7431",1733,"V24",797,11
"7441",1734,"V24",797,11
"7451",1752,"V24",806,9
"7461",1750,"V24",806,9
"7471",1751,"V24",806,9
"7481",1748,"V24",806,9
"7491",1749,"V24",806,9
"7501",1747,"V24",806,9
"7511",1744,"V24",806,9
"7521",1745,"V24",806,9
"7531",1746,"V24",806,9
"7541",1756,"V24",811,5
"7551",1757,"V24",811,5
"7561",1754,"V24",811,5
"7571",1755,"V24",811,5
"7581",1753,"V24",811,5
"7591",1758,"V24",814,3
"7601",1759,"V24",814,3
"7611",1760,"V24",814,3
"7621",1765,"V24",820,6
"7631",1766,"V24",820,6
"7641",1763,"V24",820,6
"7651",1764,"V24",820,6
"7661",1761,"V24",820,6
"7671",1762,"V24",820,6
"7681",1775,"V24",831,9
"7691",1771,"V24",831,9
"7701",1772,"V24",831,9
"7711",1773,"V24",831,9
"7721",1774,"V24",831,9
"7731",1770,"V24",831,9
"7741",1767,"V24",831,9
"7751",1768,"V24",831,9
"7761",1769,"V24",831,9
"7771",1781,"V24",838,7
"7781",1782,"V24",838,7
"7791",1779,"V24",838,7
"7801",1780,"V24",838,7
"7811",1777,"V24",838,7
"7821",1778,"V24",838,7
"7831",1776,"V24",838,7
"7841",1789,"V24",846,8
"7851",1790,"V24",846,8
"7861",1787,"V24",846,8
"7871",1788,"V24",846,8
"7881",1785,"V24",846,8
"7891",1786,"V24",846,8
"7901",1784,"V24",846,8
"7911",1783,"V24",846,8
"7921",1798,"V24",854,8
"7931",1797,"V24",854,8
"7941",1796,"V24",854,8
"7951",1793,"V24",854,8
"7961",1794,"V24",854,8
"7971",1795,"V24",854,8
"7981",1792,"V24",854,8
"7991",1791,"V24",854,8
"8001",1801,"V24",860,6
"8011",1802,"V24",860,6
"8021",1803,"V24",860,6
"8031",1804,"V24",860,6
"8041",1799,"V24",860,6
"8051",1800,"V24",860,6
"8061",1812,"V24",868,8
"8071",1811,"V24",868,8
"8081",1810,"V24",868,8
"8091",1809,"V24",868,8
"8101",1807,"V24",868,8
"8111",1808,"V24",868,8
"8121",1806,"V24",868,8
"8131",1805,"V24",868,8
"8141",1821,"V24",877,9
"8151",1819,"V24",877,9
"8161",1820,"V24",877,9
"8171",1818,"V24",877,9
"8181",1817,"V24",877,9
"8191",1815,"V24",877,9
"8201",1816,"V24",877,9
"8211",1813,"V24",877,9
"8221",1814,"V24",877,9
"8231",1827,"V24",883,6
"8241",1825,"V24",883,6
"8251",1826,"V24",883,6
"8261",1822,"V24",883,6
"8271",1823,"V24",883,6
"8281",1824,"V24",883,6
"8291",1832,"V24",888,5
"8301",1829,"V24",888,5
"8311",1830,"V24",888,5
"8321",1831,"V24",888,5
"8331",1828,"V24",888,5
"8341",1833,"V24",889,1
"8351",1834,"V24",891,2
"8361",1835,"V24",891,2
"8371",1838,"V24",899,5
"8381",1839,"V24",899,5
"8391",1840,"V24",899,5
"8401",1836,"V24",899,5
"8411",1837,"V24",899,5
"8421",1845,"V24",908,7
"8431",1846,"V24",908,7
"8441",1847,"V24",908,7
"8451",1841,"V24",908,7
"8461",1842,"V24",908,7
"8471",1843,"V24",908,7
"8481",1844,"V24",908,7
"8491",1854,"V24",915,7
"8501",1853,"V24",915,7
"8511",1852,"V24",915,7
"8521",1851,"V24",915,7
"8531",1850,"V24",915,7
"8541",1849,"V24",915,7
"8551",1848,"V24",915,7
"8561",1860,"V24",921,6
"8571",1857,"V24",921,6
"8581",1858,"V24",921,6
"8591",1859,"V24",921,6
"8601",1855,"V24",921,6
"8611",1856,"V24",921,6
"8621",1865,"V24",926,5
"8631",1864,"V24",926,5
"8641",1863,"V24",926,5
"8651",1861,"V24",926,5
"8661",1862,"V24",926,5
"8671",1873,"V24",938,9
"8681",1874,"V24",938,9
"8691",1872,"V24",938,9
"8701",1869,"V24",938,9
"8711",1870,"V24",938,9
"8721",1871,"V24",938,9
"8731",1868,"V24",938,9
"8741",1866,"V24",938,9
"8751",1867,"V24",938,9
"8761",1883,"V24",947,9
"8771",1882,"V24",947,9
"8781",1881,"V24",947,9
"8791",1879,"V24",947,9
"8801",1880,"V24",947,9
"8811",1878,"V24",947,9
"8821",1877,"V24",947,9
"8831",1876,"V24",947,9
"8841",1875,"V24",947,9
"8851",1889,"V24",953,6
"8861",1888,"V24",953,6
"8871",1887,"V24",953,6
"8881",1886,"V24",953,6
"8891",1884,"V24",953,6
"8901",1885,"V24",953,6
"8911",1892,"V24",956,3
"8921",1890,"V24",956,3
"8931",1891,"V24",956,3
"8941",1893,"V24",957,1
"8951",1894,"V24",959,2
"8961",1895,"V24",959,2
"8971",1897,"V24",961,2
"8981",1896,"V24",961,2
"8991",1898,"V24",964,1
"9001",1899,"V24",965,1
"9011",1900,"V24",971,3
"9021",1901,"V24",971,3
"9031",1902,"V24",971,3
"9041",1904,"V24",974,3
"9051",1905,"V24",974,3
"9061",1903,"V24",974,3
"9071",1908,"V24",977,3
"9081",1906,"V24",977,3
"9091",1907,"V24",977,3
"9101",1910,"V24",979,2
"9111",1909,"V24",979,2
"9121",1911,"V24",983,3
"9131",1912,"V24",983,3
"9141",1913,"V24",983,3
"9151",1916,"V24",988,4
"9161",1917,"V24",988,4
"9171",1915,"V24",988,4
"9181",1914,"V24",988,4
"9191",1920,"V24",991,3
"9201",1919,"V24",991,3
"9211",1918,"V24",991,3
"9221",1924,"V24",995,4
"9231",1921,"V24",995,4
"9241",1922,"V24",995,4
"9251",1923,"V24",995,4
"2102",1001,"V49",4,1
"3102",1002,"V49",8,2
"4102",1003,"V49",8,2
"5102",1005,"V49",10,2
"6102",1004,"V49",10,2
"7102",1006,"V49",11,1
"8102",1007,"V49",13,1
"936",1008,"V49",20,3
"1012",1009,"V49",20,3
"1112",1010,"V49",20,3
"1212",1012,"V49",23,3
"1312",1013,"V49",23,3
"1412",1011,"V49",23,3
"1512",1014,"V49",25,2
"1612",1015,"V49",25,2
"1712",1016,"V49",27,2
"1812",1017,"V49",27,2
"1912",1018,"V49",29,2
"2012",1019,"V49",29,2
"2112",1021,"V49",32,3
"2212",1022,"V49",32,3
"2312",1020,"V49",32,3
"2412",1023,"V49",33,1
"2512",1024,"V49",35,2
"2612",1025,"V49",35,2
"2712",1027,"V49",37,2
"2812",1026,"V49",37,2
"2912",1028,"V49",38,1
"3012",1029,"V49",41,2
"3112",1030,"V49",41,2
"3212",1031,"V49",46,2
"3312",1032,"V49",46,2
"3412",1034,"V49",48,2
"3512",1033,"V49",48,2
"3612",1035,"V49",49,1
"3712",1036,"V49",57,4
"3812",1037,"V49",57,4
"3912",1038,"V49",57,4
"4012",1039,"V49",57,4
"4112",1041,"V49",59,2
"4212",1040,"V49",59,2
"4312",1043,"V49",61,2
"4412",1042,"V49",61,2
"4512",1044,"V49",62,1
"4612",1045,"V49",63,1
"4712",1046,"V49",64,1
"4812",1047,"V49",68,2
"4912",1048,"V49",68,2
"5012",1050,"V49",70,2
"5112",1049,"V49",70,2
"5212",1051,"V49",72,1
"5312",1052,"V49",73,1
"5412",1053,"V49",77,2
"5512",1054,"V49",77,2
"5612",1057,"V49",88,5
"5712",1058,"V49",88,5
"5812",1059,"V49",88,5
"5912",1055,"V49",88,5
"6012",1056,"V49",88,5
"6112",1062,"V49",96,6
"6212",1063,"V49",96,6
"6312",1064,"V49",96,6
"6412",1065,"V49",96,6
"6512",1061,"V49",96,6
"6612",1060,"V49",96,6
"6712",1072,"V49",105,7
"6812",1071,"V49",105,7
"6912",1070,"V49",105,7
